id	title	created	idea	author	votes	votes_for	votes_against	comment_count	link	errors
3280-4049	Add "www.whitehouse.gov" to the podium in the White House for TV viewers	2009-05-26 00:00:00	The idea: If the text "www.whitehouse.gov" would be visible on the podium in front of the microphones on all occasions when the President speaks, more and more of those folks would visit the powerful website of the white house whom would have never thought of doing so before.<br /><br />Every time President Obama speaks, millions of people watch him (not always the same millions).<br /><br />The TV is the best advertising venue, why not "utilize" it any time the President speaks from the White House? (Or even from the library of Congress if it's OK by any means).<br /><br />Why is this idea important?<br /><br />Because, the website of the White House can be and is so powerful in communicating with the American people (First time in History!!!).<br /><br />I think, it would be even better if President Obama would take the opportunity once and mention the website of the White House in one of his speeches, talk about the different ways the American people can communicate with the White House and actively participate in building the future.<br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div></div><br />	geza	44	47	3	1	http://opengov.ideascale.com/akira/dtd/3280-4049	
3283-4049	Create and Sponsor Teen Model Governments.	2009-05-26 00:00:00	I propose a program, that will cost little to nothing. An Organization like 4F or scouts, except it would be for older children. It would be run by teens across the country. They would meet to seek solutions to their own neighborhood problems, and even wider issues. They could write resolutions, to send to their state senators, and even their U.S. Congress people. <br /><br />They could make their own flags and seals, write their own neighborhood anthems, and even hold their own elections. Perhaps they could even elect a representative to represent them at city and school board meetings.<br />they might even have sponsered meetings, to learn from other cities, getting to know other points of view. Maybe they could even find sponsership for wider broader meetings. <br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div>Teenagers are citizens of this country too, and they are usually more intuned with the social problems of thier environment. I think the learning experience would be invaluable, it could help teenagers feel more involved with their communities and it could yeild some real positive rewards for all people.<br /><br /></div><br />	alwayssinging3	4	12	8	6	http://opengov.ideascale.com/akira/dtd/3283-4049	
3284-4049	Fire or demote military spokespeople who lie	2009-05-26 00:00:00	Throughout the Bush-Cheney wars in Iraq and Afghanistan, and now in Obama's Af-Pak War, US military spokespeople have made hundreds of public statements that later turned out to be false and/or unsupported by accurate information from the field. This has brought back the Credibility Gap that the mass media noticed during the Vietnam War. After each bombing of civilians in a village or town, the military should either admit that our troops committed an atrocity or say they don't have enough information to make a public statement yet. If they make a statement that turns out to be false, they should be fired or demoted. These false statements are damaging the credibility of our nation and contributing to our defeat in Iraq, Afghanistan, and Pakistan.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>Counterinsurgency wars are known as "fourth-generation warfare." Information control is critical. If we become known as chronic liars, we will lose the war, regardless of what goes on in the field. Of course, the best strategy would be to end all of these unwinnable wars now and bring ALL the troops home NOW.</div><br />	energetic	35	44	9	2	http://opengov.ideascale.com/akira/dtd/3284-4049	
3285-4049	Manditory Overseas Minimum wage and Human rights	2009-05-26 00:00:00	Every company (Parent and Branch) that sells to the U.S. must abide by the same Minimal wage laws as the U.S. they must meet the same human rights conditions as U.S. federal law states, or the are no longer able to sell in our country.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>It will keep companies from leaving the U.S, for cheaper services. It will uphold our station as a country who protects Human rights. It will severly curb corperate exploitation. We account for only about 5 percent of the worlds population, but we use 80% of it's resources. Making the U.S. a market paridise. This will increase our job markets, as companies not wishing to loose those who contribute to that consumption, will move or remain here!</div><br />	alwayssinging3	17	31	14	4	http://opengov.ideascale.com/akira/dtd/3285-4049	
3286-4049	Let The Big Guys Fall/Give Small Fries all	2009-05-26 00:00:00	Stop all government spending on large corperations, and let them fail. Give money that might go for bail out, to smaller companies.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>Sometimes a forest must be burned down, or a plant prunned, in order for more growth. You are throwing money after people who lost all the money they had. Why give money to the people who are supposed to have it?</div><br />	alwayssinging3	35	43	8	4	http://opengov.ideascale.com/akira/dtd/3286-4049	
3288-4049	Create New GREEN Monument 	2009-05-26 00:00:00	Create a giant Windmill in Iowa!<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>Monuments inspire, create jobs, teach lessons about history, and power Dubuqe? Iowa needs something for people to see (Other than corn) and a Giant Windmill (With maybe a restaraunt and gift shop inside, and a staircase you can climb to the top and look out of and see across Illinoise) would not only be a great diversion <br /><br />from the hum drum kettle corn landscape, it would be Green and could power like the Hoover Dam as well!</div><br />	alwayssinging3	-17	2	19	1	http://opengov.ideascale.com/akira/dtd/3288-4049	
3289-4049	The United States of America Citizens Leadership Inside The Parameters Of The Present Obama Administration.	2009-05-26 00:00:00	The United States of America Citizens Section of Terminological Inexactitude.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>The Obama Administration made an acceptable shake of brains into the United States of America and gathered for curiosity the most notable scientists. I have been using all Media for my job,and many times I've found scientists who are not working as volunteers for the Obama Team but from their stages on Psychology,Physics etc have been giving their scientific opinions about what they think the Obama Administration should do. Among these pieces of advice one of the most notables for me is given by a Psychologist in Teenagers Education.He expressed clearly on the Internet: "The Obama Administration is good enough to be able to change the United States quality or standard in American Education,and policies for this particular purpose are fairly good,but not very good if the Obama Administration forgets the competent advice from a high qualified team of Psychologists who must provide adequate training and technics to all school educators who through evaluations turn up all pieces of work and performance done into schools,into Education boards and institutions.Without this advice the Obama Administration could not go so far and not succeed in reaching the necessary standard,especially in the difficult job of educating modern children and teens." I believe this,too.And we all scientists saw the opportunity we all were waited and gave up since we found how the Public Administration frame(s) are not able to move flexibly in its own developed way,without the tremendous pressure that it gets from the Vatican,Christian,Catholic churches,groups,and from Israel.Then we all scientists had to step back,give our Vote to the Obama Administration waiting again for the best performance and results to see the Americans working,creating new jobs after they found reasonable decisions to close other jobs which now we found have been destroying the layer of gases that for millions of years the planet Earth had as a roof avoiding cancer and the worst human diseases-but from now to increase.Close jobs that destroy the planet is also part of the religious barrier that destroys scientific opinions,educators advice,and all the best knowledgements. Now,the Obama Administration has many times invited us to talk,to advise,to create new policies instead of keeping us waiting for the change we need,for the change that could help the United States of America and other countries that make all the important decisions about jobs,taxes,laws,international relationships,etc. Our minds are working for this purpose but when we look around we see that we all scientists are not the authority to make any change in any sector or section,or town,or in a community because Christian,Catholic groups and the Vatican administration refused to take actions showing the world that God is not a leader,that priests are not spiritual advisors especially in politics,jobs,financial and human rights affairs since their education has come from the Bible and Jerusalem ancient policies. Even Mr Barack Obama had to initiate his political career helping the poor into a church because they wer gathered not knowing where to go for help and spiritual advice,Mr Obama realized he is not only a politician but also a great spiritual leader able to make the United States of America feeling Happy and Free at a time when happiness and freedom are farther than years ago,in a time of bloody government left by the Bush'es Administration managed to lead thousands of thousands of mental and physical disabled approved by the Bushes government that disabled the world wide economy humilliating school students,teachers,researchers,scientists,pure art and artists,and all science results until today.<br /><br />My idea is the creation of the United States of America Citizens Section of Terminological Inexactitude in order to give protection to all the people who had never gotten any opportunity to show up on the social stages; to support all subjects and research at all the United States schools; to hold up all the schools' teachers work and researchers' results; to give the exact level to each and every American Citizen into all the United States communities,local groups,towns and cities at which everybody works,suffers,cries,needs, succeeds,fails,asks for. The Terminological Inexactitude Section will receive all the visits,e-mails,letters or notes from all the American Citizens who have been cheated,victims of made-up stories economically with the truth into all the schools,boards of education,official buildings. The Obama Public Administration has to fit its political system congruently with its economic,militar,spiritual,social realities,and stop the fabrication of lies,stories inventing fictional happiness or systems that still support a bloody Christ gathering money from the bottom to the top.It is important to stop prostitution and political corruption,stop the porno and strip teasers into the government and offices. Let's create the adequate section to use and give the right words to each and every American citizen. This new section has to receive a written promise from all the paramedical staff and police forces to set a national agreement to limit violence and control it.This section could be considered as a part of the Judicial authorities,too,or the Education top authority.</div><br />	hispickup.andtractor	-9	2	11	1	http://opengov.ideascale.com/akira/dtd/3289-4049	
3290-4049	Tax Payer Bailout	2009-05-26 00:00:00	Send every American a one time check of $10,000<br />The average credit card holder is $8,000 in debt, people who had debt could pay it off and those who HAVE managed to stay out of debt would be rewarded. the extra cash would jump-start the market AND help save auto makers AND the banks(have to put your $10k somewhere)<br /><br />it would only cost around $200,000,000,000 (2 hundred billion)<br /><br />we bailed out the banks for 750 billion...<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div></div><br />	sk8erguylv	5	21	16	5	http://opengov.ideascale.com/akira/dtd/3290-4049	
3291-4049	Establish the Federal Web Technology Managers Council	2009-05-26 00:00:00	Patterned on the CIO Council and the Web Content Managers Council, this new organization would address all aspects of the technology and infrastructure requirements that will be necessary for federal agencies to plan, acquire, develop and implement the platforms and software systems required for the fully articulated Open Government Initiative.<br /><br />Members would be representatives of their agency's CIO/CTO and Web Infrastructure community and would provide liaison, consultation and guidance to the CIO/CTO and to their agencies, in building the infrastructure for collaboration within and among the agencies of the Federal community.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>Development of a fully engaged infrastructure to provide the technical framework for Web 2.0 (New Media, Interactive Web, etc.), implementation of the Open Gov initiative will be more robust, secure and progressive. The re-weaving of federal systems to provide a more consistent approach that encourages a cloud computing concept within the federal system will be essential to success of the initiative.</div><br />	Barry E	3	9	6	2	http://opengov.ideascale.com/akira/dtd/3291-4049	
3295-4049	Harnessing the Power of the Crowd	2009-05-26 00:00:00	The concept of "crowd-sourced accountability" -- opening up data for the public to analyze and serve as the government's eyes and ears to spot potential misuse of government funds -- offers intriguing possibilities. <br /><br />But it also raises an important question for government officials, spanning the Recovery Accountability and Transparency Board, the Government Accountability Office, federal agencies, states, and localities: How can the government manage a potential avalanche of input, sort through millions of comments and allegations, focus scarce resources for maximum impact, and safeguard citizens from potential harassment and false accusations? <br /><br />One answer - both for speed and effectiveness - is to tap into existing models that federal agencies are using to prevent fraud, waste, and abuse. <br /><br />For example, the Recovery Audit Contractor (RAC) program run by the Centers for Medicare and Medicaid Services (CMS) focuses on detecting and correcting improper payments in the Medicare fee-for-service program. Congress legislated a demonstration RAC program under the Medicare Prescription Drug, Improvement, and Modernization Act of 2003. According to the CMS Recovery Audit Contractor Website (http://www.cms.hhs.gov/RAC/), "The RAC demonstration program has proven to be successful in returning dollars to the Medicare Trust Funds and identifying monies that need to be returned to providers. It has provided CMS with a new mechanism for detecting improper payments made in the past, and has also given CMS a valuable new tool for preventing future payments." Based on this success, CMS is rolling out the program in states across the country this year. <br /><br />One important factor in the CMS program's success has been applying technology to help auditors and investigators sort through large volumes of data to spot areas of fraud, waste, and abuse and trigger investigative action. This use of technology maps ties well to an idea request posted by the RATB during the recent National Dialogue on Recovery Act information technology solutions -- at http://www.thenationaldialogue.org/ideas/hotline-and-case-referral-solutions -- asking for hotline and case referral solutions. Additional related ideas were also posted to the Recovery Act National Dialogue at http://www.thenationaldialogue.org/ideas/protecting-stimulus-funds-from-fraud-waste-and-abuse. <br /><br />More on this idea is posted at http://www.collaborativegov.org/MyBlog/recovery-act-accountability-harnessing-the-power-of-the-crowd.html <br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div>Helps provide a path to make practical use of potentially large volumes of data coming in from interested citizens participating in government by reporting potential instances of fraud, waste and abuse. </div><br />	andrew.mclauchlin	-1	5	6	0	http://opengov.ideascale.com/akira/dtd/3295-4049	
3296-4049	Win/Win with China	2009-05-26 00:00:00	The U.S. has got a hell of a mess to clean up, with the failure of major banks and investment firms that have had a negative impact on the global economy and hurt people everywhere -- and that was from a failure to regulate due to corruption in the government, which still has not been acknowledged or addressed.<br /><br />There is no moral standing whatsoever at this point to police other countries or to tell any other country what they need to improve on, no, not when the U.S. has been fighting aggressive wars for profit and torturing prisoners, allowing war criminals and profiteers to operate unchecked and scam artists to run the major financial centers.<br /><br />So it makes all the sense in the world to befriend China and not diss it... and especially not go about provoking it militarily. It's crazy, is what it is. And what's this about passing a military budget of 91 billion dollars to prepare to fight on multiple fronts? It's the biggest military buildup the world has ever seen and it sends a very clear message to China and other countries that the U.S. has every intention of fighting for what it wants.<br /><br />How do you get an entire country to snap out of its' mass psychosis of megalomania? What does it take for average Americans to see that we do not want to go down the path of Armegeddon. It's old thinking. It isn't necessary. It really isn't necessary. If the U.S. were to disarm and start being rational about what can be done to turn things around, other countries would no longer engage in this massive military build-up that can only lead to global war and more suffering and misery... is that really what people want?<br /><br />I mean, get real. We've got all this great technology and breakthroughs today. Everyone could be prospering. Yeah, everyone. It's possible. Just get out of this mindset that you've gotta be stronger than everyone else. Can we just respect each other as equals? The sooner Americans get it that we're not superior to anyone else and we don't deserve any more than anyone else, and learn to share, then we can start to have win/win relations with China and just about everybody else, too. It's that simple.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>Could save the world.</div><br />	libertyferall	6	12	6	0	http://opengov.ideascale.com/akira/dtd/3296-4049	
3297-4049	IMMIGRATION	2009-05-26 00:00:00	Why is the immigration process of applying for foreign relatives so lengthy and complex? Is there anything the government can do to shorten this complex process so that families can be united sooner than later. Can there be more transparency and accessability in the process?<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div></div><br />	afriday22	7	13	6	0	http://opengov.ideascale.com/akira/dtd/3297-4049	
3299-4049	Develop and Implement a National Strategy for Sustainability	2009-05-26 00:00:00	I would suggest that the best way to strengthen our democracy and promote efficiency and effectiveness, while making government more transparent, participatory, and collaborative, would be for the Obama Administration to lead the American People in Developing and Implementing a National Strategy for Sustainability. <br /><br />It is commonly recognized that those of us in the United States are not living sustainably today. With only 5% of the world's population, we consume 1/4 of the natural resources. Since 1940, Americans alone have used more of the earth's mineral resources than all previous humans put together. We still only recycle about 15% of our waste; use 120 pounds of natural resources per person per day; and greenhouse gas emissions rose 13 percent in the US between 1990 and 2003 according to the EPA's 2007 Report on the Environment. Meanwhile humanity uses 30% more of the earth's bio-capacity than can be sustained. At this rate, we'll need two planets to live on to meet everyone's needs by 2030.<br /><br />Fortunately, millions of Americans are already doing what we can to change the situation and to contribute to creating a more sustainable future. Now our federal government needs to lead the people in creating a Sustainable America.<br /><br />GOVERNMENT COMMITMENT<br /><br />The US agreed to create a National Strategy for Sustainability during the UN Rio Earth Summit Conference in 1992 and then again at the World Summit on Sustainable Development in 2002. The US is one of the few Developed Countries that has not already developed, much less implemented, a National Strategy Plan. The Obama Administration should thus invite all Americans to join it in developing and implementing our National Strategy for Sustainability, beginning with a review of the reports and recommendations from the President's Council on Sustainable Development that were developed during the Clinton years. See: See: http://clinton5.nara.gov/PCSD<br /><br />The National Strategy could encourage such things as green building practices; transitioning to renewable energy; protecting and restoring the natural environment; limiting toxic chemicals; investing in all types of green jobs; adopting sustainable business practices; educating for sustainable development; ensuring that all people's basic human needs can be met; and integrating the work of artists, engineers, educators, and restoration scientists on infrastructure, restoration, and other sustainable community projects; etc. <br /><br />(This recommendation and description of the National Strategy for Sustainability is rather long as it is meant to introduce the idea to key people within the Obama Administration. If you want to know more about it please continue reading, however if not but you still like the idea please vote for it now.)<br /><br />There is already a lot of interest and support for this idea of creating a National Strategy for Sustainability. In December I entered a proposal urging the Obama Administration to develop and implement a National Strategy for Sustainability in Change.org's Ideas for Change in America web voting competition. It made it in the Top Ten out of more than 7800 Ideas entered and 600,000 votes cast and was in first place within the category of Environmental Conservation. <br /><br />GOALS, GUIDELINES, AND PRINCIPLES<br /><br />The development of a National Strategy for Sustainability ought to be based upon an agreed set of guidelines and principles, such as those developed by the OECD, beginning with a participatory and collaborative process (see: http://www.oecd.org/DATAOECD/34/10/2669958.PDF page 73). Coordinated and cooperative action is needed and the federal government needs to lead the way. The Strategy should include an Action Plan, authorizing legislation, and a significant budget and appropriations. An Office of Sustainability ought to be established, along with inter-agency working group(s) and a cabinet level committee on sustainability. Each state could be required to issue an annual report on sustainability. <br /><br />The overall goal of the National Strategy for Sustainability ought to be to make as rapid a transition to full sustainability as is feasibly possible. A system of metrics and indicators is needed along with a Visioning and Planning Process which encourages the participation of the American People in determining our common future. In fact, the Administration ought to support civil society in playing a leading role in developing an independent multi-stakeholder process that fully involves all serious and committed contributors in driving the development of the National Strategy for Sustainability. <br /><br />The National Academy of Public Administration and the National Academy of Sciences are two Congressionally chartered, non-profit, non-partisan institutions that provide an example of the type of entity that could be established with the mandate to lead the process of developing and implementing a National Strategy, which would include but also go well beyond government participation and activities. <br /><br />GLOBAL RESPONSIBILITY AND PARTICIPATION<br /><br />At the global level, preparations and consultations have already begun again at the United Nations for the 20th Anniversary of the Earth Summit Conference which will most likely be held again in Brazil in 2012. The US is going to look pretty foolish if we are one of the only developed countries that is not yet implementing a Sustainability Strategy and Plan. In addition, the federal government ought to be developing a process to encourage multi-stakeholder input and participation in the preparatory process for the Summit; and the effort to create a US Strategy could provide a good means for doing so. <br /><br />The United Nations is also completing a ten year Marrakech Process to develop a Global Framework of Action on Sustainable Consumption and Production; and our federal government has just begun to participate actively in this process within the last year or two, though it did host a North American consultation in Washington DC in November of 2008. (http://esa.un.org/marrakechprocess) The Obama Administration should thus integrate the development of a National Framework on Sustainable Consumption and Production with our National Strategy for Sustainability and ensure that both are integrated as well with the Global Framework. <br /><br />EDUCATION FOR SUSTAINABLE DEVELOPMENT<br /><br />We are also now half way through the UN Decade on Education for Sustainable Development and UNESCO recently held it's five year review conference for the Decade in Bonn (http://www.desd.org). In the US the US Partnership for Education on Sustainable Development has been leading the organizing effort (www.uspartnership.org); but unfortunately the federal government has provided very little leadership to date in engaging our country in this global process. <br /><br />The US Partnership developed a series of recommendations, in partnership with the Working Group for Sustainable Change, which we submitted to the Obama Administration and Transition Teams for how the US could strengthen its involvement and promote Education for Sustainable Development. These recommendations should be considered both by the Department of Education and as we work on developing and implementing both the National Strategy and the Ten Year Framework on Sustainable Consumption and Production. (see: http://change.gov/open_government/entry/us_partnership_on_education_for_sustainable_development/)<br /><br />STRENGTHENING AND RENEWING PARTNERSHIP INITIATIVES<br /><br />During the run up to the World Summit on Sustainable Development in 2002 several hundred UN Partnership Initiatives were also developed. Both the Bush and Obama Administrations have taken quite an interest in many of these Partnership Initiatives. They provide an excellent means for implementing sustainability programs and policies both in the US and around the world. Unfortunately, most of them remain rather under-capitalized and need much more funding to be able to fulfill the great promise and urgent role that they could provide. As a part of the development of the National Strategy for Sustainability the federal government should thus review these Partnership Initiatives and determine what could be done in the US and by our government to strengthen them; and the US citizenry should be invited to participate actively in this review process as well. (See: http://www.usda.gov/oce/sustainable/partnerships.htm and http://www.sdp.gov/usgweb.) <br /><br />The STAR Community Index is a new framework for improving the livability and sustainability of U.S. communities. ICLEI-Local Governments for Sustainability USA, the U.S. Green Building Council (USGBC) and the Center for American Progress (CAP) have established a partnership to develop STAR with the goal of launching this tool in January 2010. (see: http://www.iclei-usa.org/programs/sustainability/star-community-index) The STAR website states that, "there is a pressing need for a national framework to guide sustainable community initiatives. Many local governments have already developed frameworks, while others are seeking a framework that can be adapted to reflect local conditions. These frameworks offer a vast diversity in the structure and focus making it very difficult to compare the progress of one locality to another and reducing the opportunity to leverage change and share lessons learned." <br /><br />A similar situation exists but the need is perhaps even more pronounced within the business community, educational institutions, and particularly within and among state governments. The development of a National Strategy should thus incorporate and promote the development of the STAR Community Index and support the development of similar such initiatives for businesses, educational institutions, rural communities, and state governments. <br /> <br />THE PRESIDENT'S MEMORANDUM ON TRANSPARENCY AND OPEN GOVERNMENT<br /><br />As one of his first acts in office President Obama issued a Memorandum on Transparency and Open Government in which he outlined three principles for his administration: transparency, participation, and collaboration. The Memorandum states that, "Collaboration actively engages Americans in the work of their Government. Executive departments and agencies should use innovative tools, methods, and systems to cooperate among themselves, across all levels of Government, and with nonprofit organizations, businesses, and individuals in the private sector." <br /><br />There could probably be no better way to engage the American people in the work of our government, at all levels, than to develop and begin to implement a National Strategy for Sustainability. Non-profit organizations, businesses, individuals, educators, and government employees at all levels are already doing what they can to contribute to creating a sustainable future; and we would welcome the opportunity, if provided by the federal government, to provide our expertise on how our country can do so as well. <br /><br />SHARING THE EXPERTISE OF THE AMERICAN PEOPLE WITH GOVERNMENT<br /><br />The Memorandum goes on to state that, "Knowledge is widely dispersed in society, and public officials benefit from having access to that dispersed knowledge. Executive departments and agencies should offer Americans increased opportunities to participate in policymaking and to provide their Government with the benefits of their collective expertise and information." Again, the development of a National Strategy and a Ten Year Framework on Sustainable Consumption and Production would provide an excellent vehicle to enable the American people to share our collective expertise and information with government departments and agencies. <br /><br />This would now include a multitude of initiatives that have been developed or are now springing up such as: the ABA's Model Sustainability Policy and Implementation Guidelines for Law Organizations, the Environmental Law Institute, the US Green Building Council's LEED Program, National Ski Areas Association's Sustainable Slopes Environmental Charter, California Sustainable Winegrowing Alliance, AIGA Center for Sustainable Design, Green-Blue Institute's Design Competitions, various Standards and Certification Schemes, and a great number of business consultants specializing in sustainable development. <br /><br />Then there is the PlugIn Hybrid Electric Vehicle Partnership, ICLEI's Star Community Index, SustainLane's Sustainable Development knowledge base for State and Local Government officials, Sustainable Land Development International, the Bioneers, BioMimicry Guild, Zero Waste Alliance, Center for a New American Dream, Lowell Center for Sustainable Production, North American Sustainable Consumption Alliance, US Citizens Network for Sustainable Development, Sustainable Communities Network, etc. These are just a few examples of the many people and initiatives, showing just a bit of the breadth of the movement, that would eagerly embrace the opportunity to share their knowledge and information with government at all levels. <br /><br />OVERCOMING POLICY IMPEDIMENTS AND EMBRACING COLLABORATION<br /><br />Now I would like to respond to two questions raised as a part of this Open Government Dialogue process. We've been asked, "What policy impediments to innovation in government currently exist?"<br /><br />There is currently a lack of coordination of activities within and among agencies at all levels of government; lack of a coordinated approach toward dealing effectively with a host of urgent problems that must be solved to create a more sustainable future; coordinated means by which all stakeholders can contribute effectively to providing common solutions that could be replicated throughout our society; etc. These problems could all be solved through an effect effort to develop and implement a National Strategy for Sustainability. <br /><br />"What is the best way to change the culture of government to embrace collaboration?"<br /><br />The Obama Administration could develop an open and participatory process welcoming all Americans to join in developing and implementing a National Strategy for Sustainability, including such stakeholders as municipal and state government, the business community, educational leaders and students, civil society, etc. The effectiveness of such partnership processes has been demonstrated time and again through collaborations such as the US Partnership on Education for Sustainable Development, the National Council on Science and the Environment, the President's Council on Sustainable Development, the National Academy of Sciences Board on Sustainable Development/Report, the National Summit on Sustainable Development, UN Commission on Sustainable Development processes, UN Partnership Initiatives for Sustainable Development, etc. <br /><br />ACHIEVING A SUSTAINABLE AMERICA<br /><br />Finally, Law Professor John Dernbach's latest book, Agenda for a Sustainable America starts with a simple but powerful premise: "Sustainable development would make the United States more livable, healthy, secure, and prosperous. Policies that promote sustainability would reduce risks to our national security, improve our economic efficiency and productivity, enhance our health and communities, improve the lives of the poorest among us, and foster greater human wellbeing in other countries. And it would achieve these things while protecting and restoring the environment for our generation and for generations that follow."<br /><br />Now those are goals that would be worth striving for as we develop and begin to implement our National Strategy for Sustainability. <br /><br />For more information please contact:<br /><br />Rob Wheeler<br />Campaign for a Sustainable America<br />Robineagle @ worldcitizen.org<br />Robwheeler22 @ gmail.com<br />717-264-5036<br /><br />Citizens Network for Sustainable Development<br />www.citnet.org<br /><br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div></div><br />	Rob  Wheeler	87	98	11	7	http://opengov.ideascale.com/akira/dtd/3299-4049	
3302-4049	Strengthen Monopoly laws	2009-05-26 00:00:00	Strengthen Monopoly laws<br /><br />Large corporations have a place in our country and always have but are not the only way. Something is to be said about the loss and satiability we had with smaller businesses. Regional diversity and unique attributes in regards to business have become indistinguishable.<br /><br />This is a loss of American culture, dependences on large corporations for regional stability, unattractive to tourism, and less opportunity for the average Americans to contribute to Americas growth.<br /><br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div></div><br />	Josh Senecal	34	36	2	3	http://opengov.ideascale.com/akira/dtd/3302-4049	
3304-4049	End The War in Iraq and Afghanistan in 2009. GET US OUT.	2009-05-26 00:00:00	These wars are a waste of taxpayer's money and a waste of soldier's lives. Let those countries figure out solutions to their own problems. We can not afford to fight over there. Let's use our limited resources to fix problems at home. For Example: We could employ soldiers as school teacher assistants. During Peacetime, there are not many tasks to occupy a soldier's time. They could be kept busy by teaching practical math and reading to children. Not only would the students benefit, but the soldiers would learn too. There is nothing quite so educational as teaching a subject.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>Reduce casualties of American Soldiers. Increase learning by American Students. Save taxpayer dollars. </div><br />	Greg Vanderlaan	32	39	7	4	http://opengov.ideascale.com/akira/dtd/3304-4049	
3305-4049	Extend successful government data exchange models to improve federal-state-local data sharing	2009-05-26 00:00:00	A key factor to enabling collaboration across federal, state and local governments -- and enabling reuse of associated regulatory and spending data to improve government operations -- is to get accurate and timely reports from the field in a format that is highly reusable on the web. This is a massive challenge, with tens of thousands of state and local government entities alone among the universe of potential organizations required to report regulatory or spending activity to the federal government.<br /><br />The good news is that the federal government has tackled such reporting situations before -- in partnership with state and local governments -- and can adapt successful models to enable efficient and effective data collection and dissemination.<br /><br />The federal government could build upon the successes of existing federal information exchange programs, such as the Environmental Protection Agency's Central Data Exchange (CDX). The idea is to adapt free open source data exchange tools that the government already uses for other mission purposes to aggregate and publish the regulatory and spending data across multiple missions. <br /><br />For example, EPA's CDX (http://xml.coverpages.org/epa-cdx.html) applies this approach with the help of open source gateway technology that helps states report data required by environmental regulations. This approach can be adjusted at relatively low cost to help collect and disseminate information on programs that span federal, state and local jurisdictions. <br /><br />For additional information this idea in correlation to the American Recovery and Reinvestment Act, see the following:<br /><br />National Dialogue on the Recovery Act: http://www.thenationaldialogue.org/ideas/adapt-successful-federal-data-exchange-programs-to-arra-recipient-reporting <br /><br />Tackling Recovery Act Transparency: http://collaborativegov.org/MyBlog/tackling-transparency.html <br /><br />Coverage from the DorobekInsider.com <br />http://federalnewsradio.com/?nid=150&sid;=1651108 <br /><br />Cracking the Tough Nut of Recovery Act Reporting<br />http://www.collaborativegov.org/MyBlog/recovery-act-reporting.html <br /><br />www.collaborativegov.org<br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div>1. The fact that this approach is open source means it's available to federal agencies, states and local governments to reuse to report and aggregate data from both very old and more modern systems. <br /><br /><br /><br />2. This model enables efficient reporting of accurate regulatory and spending data for reuse by government organizations and the public. <br /><br /><br /><br />3. It provides the ability to capture valuable data in a format that can be reused many ways for better decision-making -- both by citizens and government. <br /><br /> <br /><br />4. It has high potential for reuse by states to help manage reporting challenges of collecting data from localities <br /><br /><br /><br />5. It offers flexibility to change over time, as the programs and success measures evolve.<br /><br /></div><br />	andrew.mclauchlin	11	13	2	1	http://opengov.ideascale.com/akira/dtd/3305-4049	
3306-4049	Instant runoff elections.	2009-05-26 00:00:00	You live in Florida and your views line up more with Nader but you're afraid to give your vote to Bush? Support instant runoff elections! <br /><br />It allows you a second choice candidate. If your choice is not in the top two your vote will go to you second choice...Gore! Then you can vote your conscience without being responsible for 8 years of SHRUB and Dick Cheney!<br /><br />If you are not satisfied with the 2 party monopoly stranglehold, not only of power, but of ideas and debate...then instant runoff voting is the only way these voices will ever be heard.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div></div><br />	luvwith	37	46	9	3	http://opengov.ideascale.com/akira/dtd/3306-4049	
3307-4049	Universal FREE Health Care for injured military personnel.	2009-05-26 00:00:00	This should be a TOP priority for this country.<br /><br /> <br /><br />Why Is This Idea Important?<br /><br /><div>his is the least we can do as a country to show we recognize their sacrifice. It is unforgivable for a country to send people in harms way and then not to care for them after they return.</div><br />	joeo	41	44	3	3	http://opengov.ideascale.com/akira/dtd/3307-4049	
3309-4049	Public education: personal financing classes	2009-05-26 00:00:00	Teach the basics of personal financing, awareness and understanding of how the credit cards and of the financing systems work in our country. This is a fundamental part of our daily lives and it seems most have never been educated in this â&euro;&ldquo;including myself.<br /><br />This small but vital class would need to be in public education on order to touch and educate the mass, not all go to college to learn financing. This type of mandatory class could create a smarter consumer and family planner(s) <br />This could also help on domestic issues as well -were financial issues is a large contributor to marital problems, violence, and or divorce.<br /><br />What other missing basics is missing in public schools? If we skip the basics how can we ask more of the next generation?<br /><br /><br /><br /><br />Why Is This Idea Important?<br /><br /><div></div><br />	Josh Senecal	27	29	2	1	http://opengov.ideascale.com/akira/dtd/3309-4049	
